,location,total_sqft,bath,price,bhk
6861,Uttarahalli,1155.0,2.0,40.6,2.0
6864,Uttarahalli,1215.0,2.0,52.85,3.0
6866,Uttarahalli,1180.0,2.0,41.3,2.0
6869,Uttarahalli,1002.0,2.0,40.08,2.0
6870,Uttarahalli,1002.0,2.0,40.08,2.0
6871,Uttarahalli,1075.0,2.0,40.0,2.0
6873,Uttarahalli,1155.0,2.0,40.43,2.0
6875,Uttarahalli,1025.0,2.0,35.88,2.0
6876,Uttarahalli,1125.0,2.0,47.65,2.0
6877,Uttarahalli,1300.0,2.0,55.0,2.0
6878,Uttarahalli,1025.0,2.0,35.88,2.0
6879,Uttarahalli,980.0,2.0,45.0,2.0
6880,Uttarahalli,1125.0,2.0,47.0,2.0
6885,Uttarahalli,1175.0,2.0,47.0,2.0
6888,Uttarahalli,1525.0,2.0,62.82,3.0
6889,Uttarahalli,1265.0,2.0,65.0,3.0
6892,Uttarahalli,1213.0,2.0,48.0,2.0
6894,Uttarahalli,900.0,2.0,35.0,2.0
6895,Uttarahalli,1065.0,2.0,42.6,2.0
6898,Uttarahalli,1125.0,2.0,47.0,2.0
6899,Uttarahalli,1270.0,2.0,55.25,3.0
6900,Uttarahalli,1270.0,2.0,55.25,3.0
6901,Uttarahalli,1107.0,2.0,45.0,2.0
6902,Uttarahalli,1200.0,2.0,55.0,2.0
6904,Uttarahalli,1460.0,3.0,76.0,3.0
6905,Uttarahalli,1500.0,3.0,68.0,3.0
6906,Uttarahalli,1120.0,2.0,50.0,2.0
6907,Uttarahalli,1150.0,2.0,46.0,2.0
6908,Uttarahalli,1330.0,2.0,58.0,3.0
6910,Uttarahalli,1050.0,2.0,42.0,2.0
6911,Uttarahalli,1125.0,2.0,48.0,2.0
6913,Uttarahalli,1345.0,2.0,57.0,3.0
6914,Uttarahalli,1345.0,2.0,57.0,3.0
6916,Uttarahalli,1000.0,2.0,52.0,2.0
6917,Uttarahalli,1037.0,2.0,36.0,2.0
6919,Uttarahalli,1000.0,2.0,39.5,2.0
6920,Uttarahalli,1125.0,1.0,45.0,2.0
6922,Uttarahalli,1160.0,2.0,40.58,2.0
6923,Uttarahalli,1123.0,2.0,60.0,2.0
6925,Uttarahalli,1000.0,2.0,35.0,2.0
6926,Uttarahalli,1330.0,2.0,57.0,3.0
6927,Uttarahalli,1125.0,2.0,47.0,2.0
6928,Uttarahalli,1165.0,1.0,42.09,2.0
6929,Uttarahalli,1260.0,2.0,55.0,2.0
6930,Uttarahalli,1284.0,2.0,53.36,2.0
6931,Uttarahalli,1150.0,2.0,45.99,2.0
6933,Uttarahalli,1290.0,2.0,56.12,3.0
6934,Uttarahalli,1328.0,2.0,56.0,3.0
6935,Uttarahalli,1040.0,2.0,36.4,2.0
6936,Uttarahalli,1290.0,2.0,56.12,3.0
6938,Uttarahalli,1075.0,2.0,46.76,2.0
6939,Uttarahalli,1345.0,2.0,57.0,3.0
6940,Varthur,1160.0,2.0,44.0,2.0
6941,Varthur,1385.0,2.0,80.0,2.0
6943,Varthur,1024.0,2.0,42.0,2.0
6944,Varthur,1125.0,2.0,40.0,2.0
6945,Varthur,1112.0,2.0,40.0,2.0
6946,Varthur,1055.0,2.0,45.35,2.0
6947,Varthur,1280.0,2.0,65.0,2.0
6948,Varthur,977.0,2.0,36.0,2.0
6949,Varthur,1250.0,3.0,71.0,3.0
6950,Varthur,1200.0,3.0,67.75,3.0
6951,Varthur,1111.0,2.0,41.88,2.0
6952,Varthur,1140.0,2.0,55.5,2.0
6953,Varthur,1012.0,2.0,59.0,2.0
6954,Varthur,1140.0,2.0,39.9,2.0
6955,Varthur,1090.0,2.0,48.0,2.0
6956,Varthur,1450.0,3.0,71.0,3.0
6957,Varthur,1210.0,2.0,60.0,2.0
6958,Varthur,1070.0,2.0,46.0,2.0
6959,Varthur,1360.0,2.0,85.0,3.0
6960,Varthur,965.0,2.0,34.0,2.0
6961,Varthur,1120.0,2.0,44.24,2.0
6962,Varthur,1395.0,2.0,79.0,3.0
6963,Varthur,1085.0,2.0,45.0,2.0
6964,Varthur,1250.0,2.0,47.0,2.0
6965,Varthur,1200.0,3.0,68.38,3.0
6967,Varthur,1155.0,2.0,60.0,2.0
6968,Varthur,1035.0,2.0,60.0,2.0
6969,Varthur,1155.0,2.0,39.0,2.0
6970,Varthur,1180.0,2.0,55.0,2.0
6972,Varthur,1738.0,2.0,57.35,2.0
6973,Varthur,1045.0,2.0,40.65,2.0
6974,Varthur,1155.0,2.0,39.0,2.0
6976,Varthur,1210.0,2.0,64.15,2.0
6978,Varthur,1105.0,2.0,38.0,2.0
6979,Varthur,1560.0,3.0,90.0,3.0
6980,Varthur,1760.0,2.0,85.0,2.0
6981,Varthur,1210.0,2.0,54.0,2.0
6982,Varthur,1112.0,2.0,40.0,2.0
6984,Varthur,1000.0,1.0,65.0,2.0
6986,Varthur Road,2760.0,4.0,155.0,4.0
6987,Varthur Road,1277.0,2.0,59.0,2.0
6988,Varthur Road,1247.0,2.0,58.0,3.0
6989,Varthur Road,1050.0,2.0,42.7,2.0
6990,Varthur Road,1255.0,2.0,52.76,2.0
6991,Varthur Road,1140.0,2.0,49.11,2.0
6992,Vasanthapura,1022.0,2.0,40.0,2.0
6993,Vasanthapura,1135.0,2.0,39.73,2.0
6994,Vasanthapura,995.0,2.0,34.82,2.0
6995,Vasanthapura,995.0,2.0,34.82,2.0
6996,Vasanthapura,1037.0,2.0,36.28,2.0
6997,Vasanthapura,978.0,2.0,34.22,2.0
6998,Vasanthapura,1037.0,2.0,36.28,2.0
6999,Vidyaranyapura,1440.0,2.0,95.0,2.0
7000,Vidyaranyapura,1062.0,2.0,38.0,2.0
7001,Vidyaranyapura,1200.0,2.0,55.0,2.0
7002,Vidyaranyapura,1200.0,4.0,90.0,4.0
7004,Vidyaranyapura,1060.0,2.0,55.0,2.0
7005,Vidyaranyapura,1100.0,2.0,54.0,2.0
7006,Vidyaranyapura,1440.0,2.0,70.0,3.0
7007,Vidyaranyapura,1100.0,2.0,54.0,2.0
7008,Vidyaranyapura,1000.0,2.0,35.0,2.0
7010,Vidyaranyapura,1120.0,2.0,70.0,2.0
7011,Vidyaranyapura,945.0,2.0,40.0,2.0
7012,Vidyaranyapura,1100.0,2.0,54.0,2.0
7013,Vidyaranyapura,1200.0,2.0,65.0,3.0
7014,Vidyaranyapura,1200.0,2.0,52.0,2.0
7015,Vidyaranyapura,1050.0,2.0,50.0,2.0
7016,Vidyaranyapura,1188.0,2.0,50.0,2.0
7017,Vidyaranyapura,1100.0,2.0,75.0,3.0
7018,Vidyaranyapura,1100.0,2.0,72.0,3.0
7019,Vidyaranyapura,2400.0,5.0,135.0,4.0
7020,Vidyaranyapura,1100.0,2.0,41.0,2.0
7021,Vidyaranyapura,1200.0,2.0,60.5,2.0
7022,Vidyaranyapura,1200.0,2.0,42.0,2.0
7023,Vijayanagar,1704.0,3.0,110.0,3.0
7024,Vijayanagar,1933.0,3.0,129.0,3.0
7026,Vijayanagar,1450.0,3.0,100.0,3.0
7027,Vijayanagar,1580.0,2.0,134.0,3.0
7028,Vijayanagar,1826.0,3.0,121.0,3.0
7029,Vijayanagar,1739.0,3.0,116.0,3.0
7030,Vijayanagar,1490.0,3.0,100.0,3.0
7031,Vijayanagar,1180.0,2.0,65.0,2.0
7032,Vijayanagar,606.0,1.0,34.78,1.0
7033,Vijayanagar,1352.0,2.0,68.0,2.0
7034,Vijayanagar,1527.0,3.0,115.0,3.0
7035,Vijayanagar,989.0,2.0,60.0,2.0
7036,Vijayanagar,1520.0,2.0,103.0,3.0
7037,Vijayanagar,1749.0,3.0,117.0,3.0
7038,Vijayanagar,1046.0,2.0,75.0,2.0
7039,Vijayanagar,606.0,1.0,40.0,1.0
7040,Vijayanagar,1200.0,2.0,62.0,2.0
7043,Vijayanagar,1760.0,3.0,140.0,3.0
7044,Vijayanagar,2047.0,3.0,136.0,3.0
7045,Vijayanagar,1200.0,2.0,75.0,3.0
7046,Vijayanagar,1178.0,2.0,82.0,2.0
7047,Vijayanagar,864.0,2.0,45.0,2.0
7048,Vijayanagar,2100.0,6.0,252.0,4.0
7049,Vijayanagar,920.0,2.0,60.0,2.0
7050,Vijayanagar,1019.0,2.0,58.0,2.0
7051,Vijayanagar,2400.0,6.0,125.0,5.0
7052,Vijayanagar,1180.0,2.0,86.0,2.0
7053,Vijayanagar,1046.0,2.0,49.06,2.0
7054,Vijayanagar,2400.0,2.0,230.0,1.0
7055,Vijayanagar,492.0,1.0,40.0,1.0
7057,Vishveshwarya Layout,750.0,1.0,30.0,1.0
7058,Vishveshwarya Layout,2000.0,4.0,75.0,4.0
7059,Vishveshwarya Layout,2100.0,6.0,92.0,6.0
7060,Vishveshwarya Layout,2000.0,3.0,90.0,4.0
7061,Vishwapriya Layout,820.0,2.0,30.0,2.0
7062,Vishwapriya Layout,770.0,2.0,30.0,2.0
7063,Vishwapriya Layout,910.0,2.0,36.0,2.0
7064,Vishwapriya Layout,890.0,2.0,37.0,2.0
7065,Vittasandra,1404.0,2.0,71.0,2.0
7066,Vittasandra,1246.0,2.0,67.0,2.0
7067,Vittasandra,1404.0,2.0,69.3,2.0
7068,Vittasandra,1246.0,2.0,67.3,2.0
7069,Vittasandra,1246.0,2.0,64.5,2.0
7070,Vittasandra,1246.0,2.0,64.5,2.0
7071,Vittasandra,1246.0,2.0,68.0,2.0
7073,Vittasandra,1238.0,2.0,67.0,2.0
7074,Vittasandra,1404.0,2.0,75.0,2.0
7075,Vittasandra,1246.0,2.0,65.0,2.0
7076,Vittasandra,1238.0,2.0,67.0,2.0
7077,Vittasandra,1246.0,2.0,67.4,2.0
7078,Vittasandra,1259.0,2.0,67.4,2.0
7079,Vittasandra,1404.0,2.0,68.8,2.0
7080,Vittasandra,1246.0,2.0,62.3,2.0
7081,Vittasandra,1246.0,2.0,63.0,2.0
7082,Vittasandra,1246.0,2.0,67.4,2.0
7083,Vittasandra,1246.0,2.0,65.4,2.0
7085,Vittasandra,1238.0,2.0,67.32,2.0
7086,Vittasandra,1246.0,2.0,67.4,2.0
7088,Vittasandra,1246.0,2.0,67.3,2.0
7089,Vittasandra,1404.0,2.0,70.0,2.0
7090,Vittasandra,1259.0,2.0,67.48,2.0
7091,Vittasandra,1404.0,2.0,75.0,2.0
7093,Vittasandra,1246.0,2.0,67.0,2.0
7096,Vittasandra,1404.0,2.0,72.0,2.0
7097,Vittasandra,1246.0,2.0,67.5,2.0
7098,Vittasandra,1246.0,2.0,67.5,2.0
7099,Vittasandra,1404.0,2.0,70.0,2.0
7100,Vittasandra,1246.0,2.0,65.0,2.0
7101,Vittasandra,1246.0,2.0,67.4,2.0
7105,Whitefield,1610.0,3.0,81.0,3.0
7106,Whitefield,1459.0,2.0,94.82,2.0
7113,Whitefield,1910.0,3.0,161.0,3.0
7114,Whitefield,3252.0,4.0,230.0,4.0
7115,Whitefield,11890.0,4.0,700.0,4.0
7119,Whitefield,1768.0,3.0,101.0,3.0
7121,Whitefield,4144.0,4.0,315.0,4.0
7122,Whitefield,4104.0,4.0,360.0,4.0
7123,Whitefield,1790.0,3.0,100.0,3.0
7124,Whitefield,1720.0,3.0,100.0,3.0
7126,Whitefield,1640.0,4.0,91.0,3.0
7129,Whitefield,2280.0,4.0,126.0,3.0
7133,Whitefield,1897.0,3.0,130.0,3.0
7134,Whitefield,2225.0,2.0,125.0,3.0
7137,Whitefield,2268.0,3.0,163.0,4.0
7140,Whitefield,2400.0,4.0,200.0,4.0
7142,Whitefield,1360.0,2.0,95.0,2.0
7144,Whitefield,1697.0,3.0,94.79,3.0
7145,Whitefield,5000.0,4.0,400.0,4.0
7146,Whitefield,3000.0,5.0,250.0,4.0
7147,Whitefield,1700.0,3.0,115.0,3.0
7150,Whitefield,2842.0,3.0,162.0,3.0
7154,Whitefield,1500.0,3.0,130.0,3.0
7157,Whitefield,1405.0,2.0,78.0,3.0
7158,Whitefield,2225.0,3.0,115.0,3.0
7159,Whitefield,1272.0,2.0,95.05,2.0
7166,Whitefield,1626.0,3.0,89.0,3.0
7167,Whitefield,1585.0,3.0,88.0,3.0
7169,Whitefield,1280.0,2.0,85.0,2.0
7170,Whitefield,1200.0,3.0,68.5,3.0
7171,Whitefield,4000.0,4.0,330.0,4.0
7172,Whitefield,1697.0,3.0,108.0,3.0
7174,Whitefield,3606.0,4.0,312.0,4.0
7176,Whitefield,950.0,1.0,50.0,1.0
7178,Whitefield,825.0,1.0,45.0,1.0
7181,Whitefield,1635.0,2.0,85.0,3.0
7182,Whitefield,1216.0,2.0,79.0,2.0
7187,Whitefield,920.0,2.0,63.0,2.0
7190,Whitefield,1118.0,2.0,75.0,2.0
7191,Whitefield,1800.0,3.0,110.0,3.0
7192,Whitefield,1562.0,3.0,103.0,3.0
7195,Whitefield,2321.0,4.0,128.0,3.0
7196,Whitefield,1320.0,2.0,95.0,2.0
7199,Whitefield,3010.0,3.0,200.0,3.0
7200,Whitefield,1346.0,2.0,96.17,2.0
7201,Whitefield,3850.0,5.0,316.0,3.0
7205,Whitefield,2500.0,4.0,155.0,4.0
7206,Whitefield,905.0,1.0,55.0,1.0
7208,Whitefield,2268.0,3.0,146.0,4.0
7211,Whitefield,3537.0,5.0,210.0,4.0
7213,Whitefield,1697.0,3.0,115.0,3.0
7217,Whitefield,3250.0,5.0,290.0,5.0
7222,Whitefield,3227.0,5.0,250.0,5.0
7223,Whitefield,1545.0,3.0,79.0,3.0
7226,Whitefield,3262.0,4.0,260.0,4.0
7228,Whitefield,1132.0,2.0,79.28,2.0
7231,Whitefield,2830.0,5.0,160.0,4.0
7234,Whitefield,3480.0,4.0,284.0,3.0
7236,Whitefield,3004.0,4.0,285.0,4.0
7240,Whitefield,750.0,2.0,52.7,2.0
7241,Whitefield,1200.0,3.0,61.96,3.0
7247,Whitefield,3445.0,5.0,270.0,4.0
7248,Whitefield,1700.0,3.0,140.0,3.0
7249,Whitefield,4827.0,4.0,400.0,4.0
7252,Whitefield,3252.0,4.0,280.0,4.0
7254,Whitefield,1150.0,2.0,90.0,2.0
7255,Whitefield,2400.0,4.0,147.0,4.0
7257,Whitefield,624.0,1.0,35.0,1.0
7260,Whitefield,1700.0,3.0,95.0,3.0
7261,Whitefield,4960.0,4.0,400.0,4.0
7262,Whitefield,2928.0,4.0,198.0,4.0
7264,Whitefield,2700.0,5.0,175.0,3.0
7265,Whitefield,1216.0,2.0,84.0,2.0
7266,Whitefield,2882.0,5.0,204.0,4.0
7267,Whitefield,1840.0,3.0,140.0,3.0
7268,Whitefield,1778.0,3.0,122.0,3.0
7270,Whitefield,650.0,1.0,25.0,1.0
7271,Whitefield,2155.0,3.0,125.0,4.0
7272,Whitefield,905.0,1.0,52.0,1.0
7277,Whitefield,1216.0,2.0,75.0,2.0
7279,Whitefield,1255.0,2.0,77.0,2.0
7284,Whitefield,1745.0,3.0,100.0,3.0
7285,Whitefield,3200.0,4.0,224.0,4.0
7287,Whitefield,825.0,1.0,44.9,1.0
7291,Whitefield,1870.0,3.0,138.0,3.0
7294,Whitefield,1862.0,3.0,125.0,3.0
7295,Whitefield,1655.0,3.0,113.0,3.0
7296,Whitefield,530.0,1.0,29.44,1.0
7298,Whitefield,905.0,1.0,50.0,1.0
7299,Whitefield,1600.0,3.0,82.0,3.0
7300,Whitefield,1230.0,4.0,80.0,4.0
7302,Whitefield,905.0,1.0,52.0,1.0
7306,Whitefield,1216.0,2.0,83.0,2.0
7312,Whitefield,1216.0,2.0,75.0,2.0
7313,Whitefield,4000.0,4.0,380.0,4.0
7322,Whitefield,750.0,1.0,51.0,1.0
7324,Whitefield,1173.0,2.0,77.0,2.0
7325,Whitefield,1200.0,3.0,68.4,3.0
7329,Whitefield,3425.0,5.0,250.0,4.0
7333,Whitefield,2173.0,3.0,128.0,3.0
7335,Whitefield,905.0,1.0,62.0,1.0
7336,Whitefield,1870.0,3.0,138.0,3.0
7337,Whitefield,1320.0,2.0,99.26,2.0
7338,Whitefield,2901.0,4.0,190.0,3.0
7339,Whitefield,1485.0,2.0,96.51,2.0
7340,Whitefield,1755.0,3.0,101.0,3.0
7342,Whitefield,2225.0,3.0,149.0,3.0
7343,Whitefield,1250.0,2.0,82.0,2.0
7344,Whitefield,605.0,1.0,40.0,1.0
7347,Whitefield,2210.0,3.0,156.0,3.0
7348,Whitefield,1173.0,2.0,78.2,2.0
7349,Whitefield,1740.0,4.0,130.0,3.0
7350,Whitefield,1216.0,2.0,75.0,2.0
7352,Whitefield,1655.0,3.0,120.0,3.0
7353,Whitefield,4003.0,6.0,300.0,4.0
7357,Whitefield,2023.0,4.0,130.0,3.0
7358,Whitefield,2134.0,4.0,118.0,3.0
7361,Whitefield,905.0,1.0,60.0,1.0
7367,Whitefield,1452.0,3.0,90.0,3.0
7368,Whitefield,2850.0,5.0,240.0,4.0
7371,Whitefield,2830.0,5.0,190.0,4.0
7373,Whitefield,840.0,1.0,57.6,1.0
7374,Whitefield,1991.0,3.0,104.0,3.0
7378,Whitefield,1655.0,3.0,97.0,3.0
7379,Whitefield,1850.0,3.0,150.0,3.0
7380,Whitefield,1200.0,3.0,67.77,3.0
7381,Whitefield,1290.0,2.0,90.0,2.0
7384,Whitefield,1216.0,2.0,75.0,2.0
7385,Whitefield,1356.0,2.0,94.84,2.0
7386,Whitefield,1338.0,2.0,103.0,2.0
7389,Whitefield,3450.0,4.0,208.0,3.0
7393,Whitefield,1267.0,2.0,90.33,2.0
7394,Whitefield,2400.0,4.0,143.0,4.0
7395,Whitefield,1836.0,3.0,125.0,3.0
7397,Whitefield,3596.0,3.0,200.0,3.0
7398,Whitefield,1275.0,2.0,65.0,3.0
7401,Whitefield,1216.0,2.0,82.0,2.0
7403,Whitefield,1564.0,3.0,103.0,3.0
7404,Whitefield,1585.0,3.0,84.0,3.0
7407,Whitefield,1558.0,3.0,90.0,3.0
7408,Whitefield,1216.0,2.0,75.0,2.0
7410,Whitefield,1704.0,3.0,120.0,3.0
7415,Whitefield,1570.0,3.0,88.0,3.0
7416,Whitefield,1216.0,2.0,84.03,2.0
7420,Whitefield,2025.0,4.0,115.0,3.0
7421,Whitefield,1346.0,2.0,100.0,3.0
7425,Whitefield,2990.0,3.0,198.0,4.0
7428,Whitefield,1720.0,3.0,98.97,3.0
7429,Whitefield,1600.0,3.0,95.0,3.0
7430,Whitefield,1655.0,3.0,108.0,3.0
7431,Whitefield,1740.0,3.0,95.0,3.0
7433,Whitefield,1350.0,2.0,88.0,2.0
7435,Whitefield,1216.0,2.0,80.0,2.0
7436,Whitefield,2900.0,4.0,225.0,4.0
7437,Whitefield,1340.0,2.0,101.0,2.0
7439,Whitefield,1500.0,3.0,78.57,3.0
7440,Whitefield,1626.0,3.0,85.0,3.0
7444,Whitefield,1270.0,2.0,65.0,3.0
7445,Whitefield,3117.0,3.0,261.0,3.0
7448,Whitefield,3150.0,3.0,290.0,3.0
7450,Whitefield,2956.0,5.0,234.0,4.0
7454,Whitefield,2247.0,3.0,145.0,3.0
7455,Whitefield,3940.0,5.0,265.0,4.0
7459,Whitefield,1180.0,2.0,77.0,2.0
7460,Whitefield,2140.0,3.0,139.0,3.0
7461,Whitefield,1314.0,2.0,84.0,2.0
7468,Whitefield,1431.0,3.0,85.0,3.0
7469,Whitefield,524.0,1.0,29.0,1.0
7470,Whitefield,2830.0,4.0,161.0,4.0
7471,Whitefield,2135.0,3.0,149.0,4.0
7473,Whitefield,3075.0,2.0,188.0,4.0
7474,Whitefield,1760.0,3.0,160.0,3.0
7475,Whitefield,1655.0,3.0,110.0,3.0
7476,Whitefield,840.0,1.0,57.0,1.0
7477,Whitefield,1725.0,3.0,106.0,3.0
7480,Whitefield,516.0,1.0,39.0,1.0
7482,Whitefield,6000.0,4.0,410.0,4.0
7483,Whitefield,1639.0,3.0,107.0,3.0
7484,Whitefield,1820.0,3.0,113.0,3.0
7486,Whitefield,3565.0,4.0,218.0,4.0
7487,Whitefield,3410.0,5.0,253.0,4.0
7490,Whitefield,4500.0,4.0,330.0,4.0
7491,Whitefield,1250.0,2.0,85.0,2.0
7494,Whitefield,1820.0,3.0,140.0,3.0
7495,Whitefield,3453.0,4.0,247.0,4.0
7500,Whitefield,2280.0,4.0,125.0,3.0
7501,Whitefield,2882.0,5.0,200.0,4.0
7507,Whitefield,1270.0,2.0,94.0,2.0
7508,Whitefield,1220.0,2.0,89.0,2.0
7511,Whitefield,3758.0,3.0,300.0,3.0
7518,Whitefield,5400.0,5.0,475.0,4.0
7519,Whitefield,1396.0,3.0,74.0,3.0
7527,Whitefield,1615.0,3.0,96.9,3.0
7536,Whitefield,1216.0,2.0,75.0,2.0
7538,Whitefield,2321.0,4.0,157.0,3.0
7539,Whitefield,1224.0,2.0,75.0,2.0
7540,Whitefield,1655.0,3.0,113.0,3.0
7542,Whitefield,4144.0,5.0,331.0,5.0
7545,Whitefield,1200.0,3.0,67.75,3.0
7546,Whitefield,2444.0,4.0,145.0,4.0
7547,Whitefield,1270.0,2.0,110.0,2.0
7548,Whitefield,1660.0,3.0,110.0,3.0
7549,Whitefield,1270.0,2.0,105.0,2.0
7551,Whitefield,1173.0,2.0,78.2,2.0
7552,Whitefield,1362.0,2.0,85.0,2.0
7553,Whitefield,1457.0,2.0,105.0,3.0
7554,Whitefield,1720.0,3.0,128.0,3.0
7558,Whitefield,1564.0,3.0,103.0,3.0
7562,Whitefield,1639.0,3.0,107.0,3.0
7563,Whitefield,1760.0,3.0,139.0,3.0
7564,Whitefield,613.0,1.0,48.0,1.0
7565,Whitefield,1730.0,3.0,125.0,3.0
7567,Whitefield,877.0,1.0,59.0,1.0
7570,Yelachenahalli,1464.0,2.0,105.0,3.0
7571,Yelachenahalli,2400.0,1.0,150.0,2.0
7572,Yelachenahalli,1700.0,3.0,130.0,3.0
7573,Yelachenahalli,1080.0,2.0,55.0,2.0
7574,Yelachenahalli,1400.0,2.0,78.0,2.0
7575,Yelachenahalli,1330.0,3.0,73.5,3.0
7576,Yelachenahalli,800.0,1.0,30.0,2.0
7577,Yelachenahalli,1100.0,2.0,60.0,2.0
7578,Yelachenahalli,1365.0,2.0,72.0,3.0
7579,Yelachenahalli,1103.0,2.0,55.0,2.0
7580,Yelachenahalli,1000.0,2.0,50.0,2.0
7582,Yelahanka,1326.0,2.0,78.0,2.0
7588,Yelahanka,1705.0,3.0,95.0,3.0
7589,Yelahanka,1234.0,2.0,80.0,2.0
7590,Yelahanka,1315.0,2.0,85.0,2.0
7591,Yelahanka,1170.0,2.0,62.5,2.0
7592,Yelahanka,697.0,1.0,45.0,1.0
7594,Yelahanka,2195.0,4.0,127.0,3.0
7596,Yelahanka,1614.0,3.0,95.0,3.0
7598,Yelahanka,628.0,1.0,24.0,1.0
7601,Yelahanka,654.0,1.0,38.4,1.0
7608,Yelahanka,1825.0,3.0,105.0,3.0
7609,Yelahanka,1603.0,3.0,96.0,3.0
7610,Yelahanka,1304.0,2.0,79.0,2.0
7616,Yelahanka,1517.0,3.0,76.3,3.0
7619,Yelahanka,1327.0,2.0,85.0,2.0
7622,Yelahanka,1566.0,3.0,97.0,3.0
7624,Yelahanka,1270.0,2.0,78.0,2.0
7625,Yelahanka,1400.0,2.0,80.54,3.0
7627,Yelahanka,1322.0,2.0,86.0,2.0
7628,Yelahanka,1100.0,2.0,70.0,2.0
7629,Yelahanka,1200.0,2.0,70.0,2.0
7632,Yelahanka,2675.0,4.0,140.0,4.0
7634,Yelahanka,654.0,1.0,37.0,1.0
7635,Yelahanka,1465.0,3.0,80.01,3.0
7644,Yelahanka,2145.0,3.0,125.0,3.0
7646,Yelahanka,1322.0,2.0,75.0,2.0
7648,Yelahanka,602.0,1.0,26.0,1.0
7649,Yelahanka,1100.0,2.0,60.0,2.0
7650,Yelahanka,1614.0,2.0,100.0,3.0
7651,Yelahanka,1890.0,3.0,108.0,3.0
7652,Yelahanka,1556.0,3.0,86.0,3.0
7653,Yelahanka,1610.0,4.0,85.0,3.0
7659,Yelahanka,1859.0,3.0,108.0,3.0
7661,Yelahanka,1322.0,2.0,80.0,2.0
7664,Yelahanka,2600.0,4.0,175.0,4.0
7665,Yelahanka,1305.0,2.0,78.0,2.0
7667,Yelahanka,1711.0,3.0,85.61,3.0
7668,Yelahanka,1315.0,2.0,75.0,2.0
7669,Yelahanka,3600.0,6.0,200.0,6.0
7671,Yelahanka,1614.0,3.0,95.0,3.0
7672,Yelahanka,1650.0,3.0,105.0,3.0
7677,Yelahanka,3990.0,4.0,260.0,4.0
7678,Yelahanka,1620.0,3.0,90.0,3.0
7679,Yelahanka,654.0,1.0,36.25,1.0
7680,Yelahanka,1614.0,3.0,93.0,3.0
7681,Yelahanka,694.0,1.0,30.84,1.0
7682,Yelahanka,1115.0,2.0,60.0,2.0
7683,Yelahanka,2317.0,4.0,140.0,3.0
7684,Yelahanka,1653.0,3.0,93.0,3.0
7685,Yelahanka,654.0,1.0,38.0,1.0
7687,Yelahanka,1445.0,2.0,82.0,2.0
7689,Yelahanka,602.0,1.0,38.0,1.0
7690,Yelahanka,697.0,1.0,35.0,1.0
7692,Yelahanka,682.0,1.0,36.23,1.0
7694,Yelahanka,1560.0,2.0,98.0,3.0
7695,Yelahanka,1780.0,3.0,107.0,3.0
7696,Yelahanka,1342.0,2.0,75.0,3.0
7697,Yelahanka,1823.0,3.0,103.0,3.0
7698,Yelahanka,1792.0,3.0,104.0,3.0
7699,Yelahanka,1304.0,2.0,69.97,2.0
7702,Yelahanka,1300.0,2.0,69.23,2.0
7703,Yelahanka,1705.0,3.0,91.0,3.0
7705,Yelahanka,1835.0,3.0,108.0,3.0
7706,Yelahanka,1847.0,3.0,92.0,3.0
7708,Yelahanka,1890.0,3.0,109.0,3.0
7709,Yelahanka,700.0,1.0,38.0,1.0
7710,Yelahanka,1491.0,3.0,85.0,3.0
7711,Yelahanka,2088.0,5.0,110.0,4.0
7714,Yelahanka,3019.0,6.0,190.0,4.0
7716,Yelahanka,1600.0,3.0,100.0,3.0
7720,Yelahanka,1705.0,3.0,85.0,3.0
7721,Yelahanka,1350.0,2.0,85.0,3.0
7722,Yelahanka,1633.0,3.0,110.0,3.0
7723,Yelahanka,1355.0,2.0,75.0,3.0
7728,Yelahanka,1175.0,2.0,67.77,2.0
7729,Yelahanka,1322.0,2.0,77.9,2.0
7730,Yelahanka,602.0,1.0,33.0,1.0
7731,Yelahanka,1315.0,2.0,77.0,2.0
7734,Yelahanka,567.0,1.0,25.0,1.0
7736,Yelahanka,602.0,2.0,30.0,1.0
7738,Yelahanka,1234.0,2.0,80.0,2.0
7741,Yelahanka,1267.0,3.0,78.0,2.0
7742,Yelahanka,1360.0,2.0,78.19,2.0
7744,Yelahanka New Town,650.0,1.0,33.0,1.0
7745,Yelahanka New Town,500.0,1.0,20.0,1.0
7746,Yelahanka New Town,440.0,1.0,16.5,1.0
7747,Yelahanka New Town,1610.0,3.0,92.0,3.0
7748,Yelahanka New Town,1700.0,3.0,90.0,3.0
7749,Yelahanka New Town,650.0,1.0,20.0,1.0
7750,Yelahanka New Town,350.0,1.0,13.5,1.0
7752,Yelahanka New Town,1385.0,2.0,65.0,2.0
7753,Yelahanka New Town,500.0,2.0,24.0,1.0
7754,Yelahanka New Town,650.0,1.0,17.0,1.0
7755,Yelahanka New Town,450.0,1.0,16.0,1.0
7757,Yelahanka New Town,960.0,2.0,50.0,2.0
7759,Yelahanka New Town,1209.0,2.0,65.0,3.0
7760,Yelahanka New Town,1400.0,2.0,80.0,3.0
7761,Yelahanka New Town,450.0,1.0,15.0,1.0
7762,Yelahanka New Town,500.0,1.0,18.0,1.0
7763,Yelahanka New Town,1420.0,2.0,75.0,3.0
7765,Yelahanka New Town,2200.0,2.0,180.0,2.0
7766,Yelahanka New Town,488.0,1.0,20.0,1.0
